filename,width,height,class,xmin,ymin,xmax,ymax
FE52830C-66BC-4072-801A-85B4F4BA917B_jpeg_jpg.rf.b1c6f5b8ae6361d45afaf7a897e5223d.jpg,640,640,hyperpigmentation - scars,441,306,449,313
FE52830C-66BC-4072-801A-85B4F4BA917B_jpeg_jpg.rf.b1c6f5b8ae6361d45afaf7a897e5223d.jpg,640,640,hyperpigmentation - scars,441,315,453,323
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,188,60,195,68
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,207,62,214,70
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,227,47,233,55
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,hyperpigmentation - scars,222,54,236,65
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,231,99,236,107
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,241,101,248,109
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,91,548,97,555
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,73,516,78,522
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,78,517,83,523
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,91,534,96,541
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,59,433,64,440
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,hyperpigmentation - scars,140,502,148,514
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,hyperpigmentation - scars,103,402,115,415
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,hyperpigmentation - scars,112,350,124,365
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,hyperpigmentation - scars,125,378,138,393
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,204,431,210,437
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,hyperpigmentation - scars,499,520,511,541
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,hyperpigmentation - scars,133,97,150,117
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,273,39,280,47
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,318,92,323,100
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,314,97,319,104
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,316,107,321,113
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,321,115,327,122
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,435,132,441,140
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,406,143,411,150
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,383,46,388,52
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,349,18,353,24
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,336,20,340,25
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,306,50,309,54
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,306,173,309,177
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,301,198,306,204
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,307,212,311,217
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,233,175,239,183
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,419,502,425,511
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,273,519,279,526
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,206,600,212,607
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,351,333,357,340
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,357,521,364,529
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,203,120,208,127
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,317,174,323,182
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,272,72,279,79
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,309,98,315,106
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,235,161,242,169
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,386,64,390,69
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,327,158,332,164
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,282,121,287,127
885b97_7cf56a112f84470db8ac75b64c2d6376-mv2_jpg.rf.ab4e7906213522a5aaf40c97a79e2a44.jpg,640,640,comedones,254,82,259,88
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,335,13,344,21
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,441,37,450,45
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,471,65,479,73
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,315,68,325,77
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,326,60,332,65
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,500,74,508,82
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,482,81,490,89
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,568,166,575,174
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,573,175,580,181
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,604,183,612,190
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,377,37,393,49
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,372,132,391,145
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,493,190,508,203
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,576,213,588,223
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,535,110,548,122
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,534,84,547,95
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,517,95,523,101
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,477,136,486,144
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,498,150,507,159
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,551,230,559,238
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,581,231,589,239
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,549,131,557,138
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,554,139,560,145
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,276,144,289,155
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,294,130,302,137
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,297,91,305,98
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,300,79,308,85
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,342,158,355,168
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,423,188,432,196
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,456,126,462,132
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,421,130,430,137
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,513,167,524,176
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,478,119,497,133
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,463,131,473,138
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,343,129,355,138
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,419,64,437,86
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,375,63,396,78
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,533,203,538,208
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,501,180,508,186
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,336,257,352,272
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,356,265,377,283
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,546,441,556,450
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,524,440,532,448
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,527,452,538,461
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,papules,276,434,284,441
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,181,298,187,304
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,173,307,179,313
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,245,308,251,314
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,244,370,251,375
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,251,372,257,377
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,196,365,203,371
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,227,298,236,305
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,556,394,565,402
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,533,387,539,392
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,549,405,559,412
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,450,358,456,364
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,460,386,465,391
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,458,356,464,362
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,462,394,469,400
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,464,400,470,406
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,469,379,474,384
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,495,373,501,378
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,564,445,570,451
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,507,469,513,475
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,499,478,506,483
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,comedones,315,318,321,324
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,594,422,610,437
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,574,419,589,430
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,577,431,587,440
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,603,442,616,453
image-68-_jpg.rf.ae2cdae94a15b3095824067ae2ce2194.jpg,640,640,hyperpigmentation - scars,522,413,541,431
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,comedones,397,232,408,240
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,comedones,451,242,460,251
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,comedones,435,250,441,256
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,comedones,481,270,487,276
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,comedones,470,248,478,255
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,nodules - cysts,359,456,400,491
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,436,399,454,409
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,458,410,474,425
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,266,435,283,449
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,330,521,343,531
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,407,543,417,553
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,397,567,409,579
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,333,369,348,383
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,331,417,347,426
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,330,403,343,415
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,391,426,404,441
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,318,488,332,498
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,371,510,384,523
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,396,498,411,510
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,445,507,457,517
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,papules,343,554,356,564
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,comedones,405,316,413,322
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,comedones,391,328,399,334
image-46-_jpg.rf.ad38a1305f07d6857f915c56f15275c7.jpg,640,640,comedones,460,341,470,350
